campname,cpe0312c,cpe0312p,cpetecoc,cpetecop,cpetlepc,cpetlepp,cpetspec,cpetspep,grdspan,CAMPUSID
MT ENTERPRISE H S,217,100,133,61.299999,7,3.2,23,10.6,'06 - 12,201907001
MT ENTERPRISE EL,84,42.900002,130,66.300003,10,5.0999999,24,12.2,'PK - 05,201907101
OVERTON H S,234,100,138,59,0,0,20,8.5,'06 - 12,201908001
OVERTON EL,118,44.400002,203,76.300003,7,2.5999999,38,14.3,'PK - 05,201908101
TATUM H S,472,100,249,52.799999,21,4.4000001,38,8.1000004,'09 - 12,201910002
TATUM MIDDLE,369,100,203,55,40,10.8,24,6.5,'06 - 08,201910041
TATUM EL,313,100,194,62,66,21.1,21,6.6999998,'03 - 05,201910102
TATUM PRI,0,0,249,69.599998,84,23.5,40,11.2,'EE - 02,201910104
CARLISLE SCHOOL,449,72.800003,459,74.400002,203,32.900002,55,8.8999996,'PK - 12,201913001
WEST RUSK H S,347,100,240,69.199997,16,4.5999999,33,9.5,'09 - 12,201914001
ELDER COOP ALTERNATIVE SCHOOL,1,100,1,100,0,0,0,0,'08 - 08,201914004
WEST RUSK MIDDLE,272,100,197,72.400002,28,10.3,30,11,'06 - 08,201914041
WEST RUSK INT,226,100,161,71.199997,41,18.1,29,12.8,'03 - 05,201914104
WEST RUSK EL,0,0,178,73.900002,51,21.200001,27,11.2,'PK - 02,201914105
HEMPHILL H S,253,100,140,55.299999,3,1.2,28,11.1,'09 - 12,202903001
HEMPHILL MIDDLE,278,100,171,61.5,8,2.9000001,35,12.6,'05 - 08,202903041
HEMPHILL EL,135,36.900002,267,73,9,2.5,33,9,'EE - 04,202903101
WEST SABINE H S,311,100,223,71.699997,2,0.60000002,30,9.6000004,'06 - 12,202905002
WEST SABINE EL,135,45.200001,255,85.300003,1,0.30000001,34,11.4,'PK - 05,202905102
SAN AUGUSTINE H S,370,100,322,87,26,7,67,18.1,'06 - 12,203901002
SAN AUGUSTINE EL,169,44,347,90.400002,61,15.9,37,9.6000004,'PK - 05,203901102
BROADDUS H S,216,100,166,76.900002,6,2.8,25,11.6,'06 - 12,203902001
BROADDUS EL,77,42.799999,153,85,13,7.1999998,25,13.9,'PK - 05,203902101
COLDSPRING-OAKHURST H S,439,100,244,55.599998,3,0.69999999,56,12.8,'09 - 12,204901001
LINCOLN J H,366,100,242,66.099998,3,0.80000001,50,13.7,'06 - 08,204901041
STREET EL,0,0,274,66.800003,6,1.5,48,11.7,'PK - 02,204901102
COLDSPRING INT,350,100,223,63.700001,5,1.4,42,12,'03 - 05,204901103
SHEPHERD H S,562,100,368,65.5,52,9.3000002,49,8.6999998,'09 - 12,204904001
SHEPHERD MIDDLE,452,100,321,71,70,15.5,40,8.8000002,'06 - 08,204904041
SHEPHERD PRI,0,0,435,78.099998,107,19.200001,40,7.1999998,'PK - 02,204904101
SHEPHERD INT,455,100,355,78,102,22.4,43,9.5,'03 - 05,204904102
ARANSAS PASS H S,469,100,372,79.300003,25,5.3000002,41,8.6999998,'09 - 12,205901001
A C BLUNT MIDDLE,318,100,259,81.400002,26,8.1999998,31,9.6999998,'06 - 08,205901041
H T FAULK EARLY CHILDHOOD SCHOOL,0,0,229,76.800003,46,15.4,21,7,'EE - 01,205901101
W A KIEBERGER EL,122,51.900002,183,77.900002,24,10.2,25,10.6,'02 - 03,205901102
CHARLIE MARSHALL EL,232,100,187,80.599998,23,9.8999996,22,9.5,'04 - 05,205901104
GREGORY-PORTLAND H S,1351,100,497,36.799999,21,1.6,104,7.6999998,'09 - 12,205902001
GREGORY-PORTLAND MIDDLE,1059,100,480,45.299999,43,4.0999999,115,10.9,'06 - 08,205902041
AUSTIN EL,244,46.599998,322,61.5,20,3.8,67,12.8,'EE - 05,205902101
CLARK EL,305,45.900002,401,60.299999,49,7.4000001,52,7.8000002,'PK - 05,205902102
EAST CLIFF EL,294,55.099998,180,33.700001,25,4.6999998,43,8.1000004,'KG - 05,205902103
ANDREWS EL,262,50.299999,271,52,42,8.1000004,40,7.6999998,'KG - 05,205902104
INGLESIDE H S,609,100,405,66.5,16,2.5999999,50,8.1999998,'09 - 12,205903001
LEON TAYLOR J H,353,100,239,67.699997,23,6.5,37,10.5,'07 - 08,205903042
INGLESIDE PRIMARY SCHOOL,0,0,264,68.800003,51,13.3,44,11.5,'EE - 01,205903102
BLASCHKE/SHELDON EL,331,100,226,68.300003,27,8.1999998,23,6.9000001,'05 - 06,205903103
GILBERT J MIRCOVICH ELEMENTARY,319,66.699997,326,68.199997,59,12.3,38,7.9000001,'02 - 04,205903104
MATHIS H S,440,100,351,79.800003,6,1.4,49,11.1,'09 - 12,205904001
MATHIS MIDDLE,392,100,330,84.199997,11,2.8,46,11.7,'06 - 08,205904041
MATHIS EL,0,0,384,88.5,15,3.5,34,7.8000002,'EE - 02,205904101
MATHIS INT,358,100,300,83.800003,12,3.4000001,33,9.1999998,'03 - 05,205904102
ODEM H S,284,100,164,57.700001,7,2.5,24,8.5,'09 - 12,205905001
ODEM J H,217,100,132,60.799999,5,2.3,21,9.6999998,'06 - 08,205905041
ODEM INT,175,100,118,67.400002,4,2.3,11,6.3000002,'03 - 05,205905101
ODEM EL,0,0,148,65.800003,8,3.5999999,16,7.0999999,'PK - 02,205905103
SINTON H S,597,100,395,66.199997,4,0.69999999,83,13.9,'09 - 12,205906001
JUVENILE DETENTION CTR,10,100,10,100,0,0,3,30,'05 - 11,205906002
E MERLE SMITH MIDDLE,504,100,321,63.700001,5,1,74,14.7,'06 - 08,205906041
WELDER EL,0,0,371,67.300003,6,1.1,52,9.3999996,'EE - 02,205906103
SINTON EL,470,100,364,77.400002,5,1.1,61,13,'03 - 05,205906105
TAFT H S,277,100,253,91.300003,4,1.4,38,13.7,'09 - 12,205907001
TAFT J H,232,100,219,94.400002,10,4.3000002,16,6.9000001,'06 - 08,205907041
WOODROE PETTY EL,236,44.200001,506,94.800003,12,2.2,60,11.2,'PK - 05,205907101
SAN SABA H S,206,100,126,61.200001,13,6.3000002,23,11.2,'09 - 12,206901001
SAN SABA MIDDLE,213,100,157,73.699997,26,12.2,25,11.7,'05 - 08,206901041
SAN SABA EL,105,30.799999,270,79.199997,101,29.6,39,11.4,'EE - 04,206901101
RICHLAND SPRINGS SCHOOL,106,86.199997,81,65.900002,3,2.4000001,22,17.9,'KG - 12,206902001
CHEROKEE SCHOOL,94,82.5,61,53.5,0,0,12,10.5,'PK - 12,206903001
ELDORADO H S,154,100,80,51.900002,12,7.8000002,13,8.3999996,'09 - 12,207901001
ELDORADO MIDDLE,164,100,96,58.5,6,3.7,7,4.3000002,'05 - 08,207901041
ELDORADO EL,67,34,118,59.900002,27,13.7,12,6.0999999,'PK - 04,207901101
HERMLEIGH SCHOOL,186,76.199997,111,45.5,14,5.6999998,16,6.5999999,'PK - 12,208901001
SNYDER H S,715,100,412,57.599998,56,7.8000002,53,7.4000001,'09 - 12,208902001
SNYDER J H,588,100,420,71.400002,57,9.6999998,70,11.9,'06 - 08,208902041
SNYDER PRI,224,23.700001,676,71.5,125,13.2,123,13,'EE - 03,208902109
SNYDER INT,407,100,281,69,43,10.6,45,11.1,'04 - 05,208902110
IRA SCHOOL,206,77.199997,62,23.200001,9,3.4000001,21,7.9000001,'PK - 12,208903001
ALBANY JR-SR H S,221,100,61,27.6,3,1.4,17,7.6999998,'07 - 12,209901001
NANCY SMITH EL,139,50.700001,114,41.599998,7,2.5999999,30,10.9,'EE - 06,209901101
MORAN SCHOOL,81,73.599998,100,90.900002,0,0,16,14.5,'PK - 12,209902001
CENTER H S,639,100,460,72,86,13.5,73,11.4,'09 - 12,210901001
ROUGHRIDER ACADEMY,54,100,42,77.800003,9,16.700001,13,24.1,'09 - 12,210901002
CENTER MIDDLE,583,100,470,80.599998,157,26.9,72,12.3,'06 - 08,210901041
CENTER EL,178,32.400002,454,82.5,210,38.200001,57,10.4,'01 - 03,210901101
CENTER INT,371,100,305,82.199997,155,41.799999,55,14.8,'04 - 05,210901102
F L MOFFETT PRI,0,0,390,91.800003,180,42.400002,27,6.4000001,'EE - KG,210901104
JOAQUIN H S,193,100,120,62.200001,5,2.5999999,25,13,'09 - 12,210902001
JOAQUIN J H SCHOOL,172,100,106,61.599998,10,5.8000002,25,14.5,'06 - 08,210902041
JOAQUIN EL,151,49.799999,200,66,32,10.6,70,23.1,'EE - 05,210902102
SHELBYVILLE SCHOOL,583,74.599998,497,63.599998,45,5.8000002,81,10.4,'EE - 12,210903002
TENAHA SCHOOLS,410,75.599998,473,87.300003,110,20.299999,81,14.9,'PK - 12,210904002
TIMPSON SCHOOL,500,73.699997,484,71.400002,23,3.4000001,80,11.8,'PK - 12,210905001
EXCELSIOR EL,59,66.300003,67,75.300003,4,4.5,22,24.700001,'PK - 08,210906101
TEXHOMA EL,48,43.200001,73,65.800003,47,42.299999,13,11.7,'PK - 04,211901101
STRATFORD H S,154,100,95,61.700001,14,9.1000004,13,8.3999996,'09 - 12,211902001
STRATFORD J H,185,100,114,61.599998,35,18.9,20,10.8,'05 - 08,211902041
MARY ALLEN EL,92,38.700001,160,67.199997,59,24.799999,11,4.5999999,'EE - 04,211902102
CUMBERLAND H S,693,100,273,39.400002,37,5.3000002,61,8.8000002,'09 - 12,212801001
CUMBERLAND ACADEMY MIDDLE,458,100,246,53.700001,51,11.1,47,10.3,'06 - 08,212801041
CUMBERLAND ACADEMY,309,51.299999,299,49.700001,61,10.1,33,5.5,'KG - 05,212801101
THE LEADERSHIP ACADEMY,52,27.1,0,0,0,0,5,2.5999999,'KG - 07,212801102
UT TYLER UNIVERSITY ACADEMY AT TYL,246,78.599998,43,13.7,11,3.5,27,8.6000004,'KG - 12,212804001
UT TYLER UNIVERSITY ACADEMY AT LON,220,84.599998,49,18.799999,0,0,17,6.5,'01 - 12,212804102
UT TYLER UNIVERSITY ACADEMY AT PAL,165,100,62,37.599998,2,1.2,5,3,'03 - 12,212804103
ARP H S,249,100,133,53.400002,2,0.80000001,22,8.8000002,'09 - 12,212901001
ARP J H,195,100,111,56.900002,7,3.5999999,20,10.3,'06 - 08,212901041
ARP EL,210,49.799999,238,56.400002,18,4.3000002,36,8.5,'PK - 05,212901101
BULLARD H S,808,100,221,27.4,10,1.2,88,10.9,'09 - 12,212902001
BULLARD MS,385,100,121,31.4,8,2.0999999,42,10.9,'07 - 08,212902041
BULLARD EL,396,100,139,35.099998,13,3.3,38,9.6000004,'03 - 04,212902101
BULLARD INT,387,100,119,30.700001,16,4.0999999,46,11.9,'05 - 06,212902102
BULLARD EARLY CHILDHOOD,0,0,155,59.400002,12,4.5999999,26,10,'EE - KG,212902103
BULLARD PRI,0,0,117,34.099998,5,1.5,34,9.8999996,'KG - 02,212902104
LINDALE H S,1143,100,422,36.900002,29,2.5,96,8.3999996,'09 - 12,212903001
LINDALE JUNIOR HIGH,641,100,249,38.799999,22,3.4000001,66,10.3,'07 - 08,212903041
COLLEGE STREET EL,163,36.700001,207,46.599998,20,4.5,50,11.3,'01 - 03,212903101
VELMA PENNY EL,141,30.1,236,50.400002,23,4.9000001,55,11.8,'01 - 03,212903102
E J MOSS INT,969,100,428,44.200001,46,4.6999998,121,12.5,'04 - 06,212903103
EARLY CHILDHOOD CENTER,0,0,282,63.200001,21,4.6999998,33,7.4000001,'EE - KG,212903104
TROUP H S,328,100,159,48.5,11,3.4000001,19,5.8000002,'09 - 12,212904002
TROUP MIDDLE,252,100,129,51.200001,9,3.5999999,18,7.0999999,'06 - 08,212904041
TROUP EL,256,49.099998,320,61.400002,28,5.4000001,41,7.9000001,'PK - 05,212904102
ROBERT E LEE H S,2240,100,1244,55.5,126,5.5999999,180,8,'09 - 12,212905001
JOHN TYLER H S,2093,100,1865,89.099998,463,22.1,162,7.6999998,'09 - 12,212905003
TYLER ISD EARLY COLLEGE H S,381,100,309,81.099998,28,7.3000002,1,0.30000001,'09 - 12,212905006
ALVIN V ANDERSON RISE ACADEMY,107,100,83,77.599998,16,15,3,2.8,'09 - 12,212905010
BOULTER MIDDLE,957,100,891,93.099998,270,28.200001,59,6.1999998,'06 - 08,212905041
HOGG MIDDLE,366,100,347,94.800003,116,31.700001,24,6.5999999,'06 - 08,212905043
HUBBARD MIDDLE,721,100,407,56.400002,36,5,49,6.8000002,'06 - 08,212905044
MOORE MST MAGNET SCHOOL,1131,100,937,82.800003,330,29.200001,65,5.6999998,'06 - 08,212905045
THREE LAKES MIDDLE,893,100,497,55.700001,69,7.6999998,73,8.1999998,'06 - 08,212905049
T J AUSTIN EL,175,41.700001,409,97.400002,225,53.599998,45,10.7,'EE - 05,212905101
BELL EL,213,54.299999,322,82.099998,95,24.200001,61,15.6,'KG - 05,212905102
BIRDWELL EL,242,44.299999,483,88.5,326,59.700001,43,7.9000001,'PK - 05,212905103
BONNER EL,187,42.400002,413,93.699997,249,56.5,46,10.4,'PK - 05,212905104
CLARKSTON EL,176,44.299999,280,70.5,42,10.6,54,13.6,'EE - 05,212905106
DIXIE EL,278,45.900002,536,88.400002,173,28.5,64,10.6,'EE - 05,212905107
DOUGLAS EL,251,43.700001,545,94.800003,357,62.099998,36,6.3000002,'PK - 05,212905108
OWENS EL,318,48.5,245,37.299999,18,2.7,50,7.5999999,'PK - 05,212905109
CALDWELL ARTS ACADEMY,270,59.099998,240,52.5,36,7.9000001,12,2.5999999,'KG - 06,212905110
GRIFFIN EL,294,42.5,664,96.099998,292,42.299999,40,5.8000002,'PK - 05,212905111
JONES EL,140,41.200001,311,91.5,48,14.1,39,11.5,'EE - 05,212905112
ORR EL,326,46.900002,644,92.699997,270,38.799999,33,4.6999998,'KG - 05,212905114
PEETE EL,168,46.299999,342,94.199997,120,33.099998,42,11.6,'KG - 05,212905115
RAMEY EL,266,49.200001,516,95.400002,179,33.099998,41,7.5999999,'EE - 05,212905116
RICE EL,311,47.400002,365,55.599998,30,4.5999999,85,13,'EE - 05,212905117
WOODS EL,287,43.299999,344,51.900002,24,3.5999999,70,10.6,'EE - 05,212905119
DR BRYAN C JACK EL,352,52.5,251,37.400002,38,5.6999998,55,8.1999998,'KG - 05,212905125
ST LOUIS EARLY CHILDHOOD CENTER,0,0,98,98,21,21,8,8,'EE - PK,212905130
WHITEHOUSE H S,1426,100,526,36.900002,25,1.8,114,8,'09 - 12,212906001
WHITEHOUSE J H,797,100,333,41.799999,17,2.0999999,79,9.8999996,'06 - 08,212906041
J W HOLLOWAY SIXTH GRADE SCHOOL,396,100,165,41.700001,17,4.3000002,39,9.8000002,'06 - 06,212906042
GUS WINSTON CAIN EL,255,45.599998,261,46.700001,36,6.4000001,60,10.7,'EE - 05,212906111
MOZELLE BROWN EL,308,49.299999,364,58.200001,44,7,78,12.5,'EE - 05,212906112
H L HIGGINS EL,240,45.900002,290,55.400002,20,3.8,67,12.8,'PK - 05,212906113
STANTON-SMITH EL,251,50.099998,251,50.099998,21,4.1999998,63,12.6,'EE - 05,212906114
CHAPEL HILL H S,1013,100,755,74.5,110,10.9,94,9.3000002,'09 - 12,212909001
CHAPEL HILL MIDDLE,822,100,664,80.800003,175,21.299999,96,11.7,'06 - 08,212909042
WISE EL FINE ARTS MAGNET,236,43.900002,414,77.099998,132,24.6,77,14.3,'EE - 05,212909101
JACKSON EL,201,44.700001,416,92.400002,238,52.900002,29,6.4000001,'PK - 05,212909102
W L KISSAM EL,329,46.299999,598,84.099998,137,19.299999,89,12.5,'EE - 05,212909103
WINONA H S,318,100,198,62.299999,15,4.6999998,39,12.3,'09 - 12,212910001
WINONA MIDDLE,247,100,172,69.599998,27,10.9,30,12.1,'06 - 08,212910041
WINONA EL,226,42.400002,388,72.800003,98,18.4,66,12.4,'EE - 05,212910101
BRAZOS RIVER CHARTER SCHOOL,226,95,150,63,0,0,38,16,'KG - 12,213801001
GLEN ROSE H S,536,100,176,32.799999,26,4.9000001,22,4.0999999,'09 - 12,213901001
GLEN ROSE J H,435,100,164,37.700001,34,7.8000002,35,8,'06 - 08,213901041
GLEN ROSE EL,0,0,262,54.5,70,14.6,41,8.5,'EE - 02,213901101
GLEN ROSE INT,399,100,168,42.099998,46,11.5,35,8.8000002,'03 - 05,213901102
RIO GRANDE CITY H S,1783,100,1432,80.300003,694,38.900002,206,11.6,'09 - 12,214901001
RIO GRANDE CITY CISD GRULLA H S,847,100,796,94,407,48.099998,107,12.6,'09 - 12,214901003
PREPARATORY FOR EARLY COLLEGE H S,503,100,434,86.300003,166,33,12,2.4000001,'09 - 12,214901005
GRULLA MIDDLE,677,100,618,91.300003,522,77.099998,87,12.9,'06 - 08,214901041
RINGGOLD MIDDLE,706,100,658,93.199997,576,81.599998,73,10.3,'06 - 08,214901042
VETERANS MIDDLE,889,100,777,87.400002,574,64.599998,97,10.9,'06 - 08,214901044
GRULLA EL,241,46.299999,435,83.5,485,93.099998,45,8.6000004,'EE - 05,214901102
LA UNION EL,165,46.5,345,97.199997,332,93.5,43,12.1,'PK - 05,214901103
ALBERTO AND CELIA BARRERA EL,256,50.099998,506,99,439,85.900002,57,11.2,'EE - 05,214901104
JOHN & OLIVE HINOJOSA EL,218,46.799999,448,96.099998,442,94.800003,48,10.3,'EE - 05,214901105
RINGGOLD EL,224,50,428,95.5,395,88.199997,39,8.6999998,'PK - 05,214901107
ROQUE GUERRA JR EL,316,44.599998,646,91.099998,660,93.099998,65,9.1999998,'PK - 05,214901108
ALTO BONITO EL,242,43.900002,521,94.599998,516,93.599998,40,7.3000002,'PK - 05,214901110
GENERAL RICARDO SANCHEZ EL,351,52.200001,617,91.699997,601,89.300003,56,8.3000002,'PK - 05,214901111
DR MARIO E RAMIREZ EL,224,45.299999,461,93.300003,461,93.300003,34,6.9000001,'EE - 05,214901112
SAN ISIDRO H S,70,100,45,64.300003,3,4.3000002,10,14.3,'09 - 12,214902001
SAN ISIDRO EL,107,69.900002,134,87.599998,28,18.299999,27,17.6,'PK - 08,214902101
ROMA H S,1738,100,1418,81.599998,808,46.5,107,6.1999998,'09 - 12,214903001
INSTRUCTIONAL & GUIDANCE CENTER,24,100,23,95.800003,18,75,3,12.5,'06 - 12,214903003
ROMA MIDDLE,784,100,673,85.800003,572,73,60,7.6999998,'06 - 08,214903041
RAMIRO BARRERA MIDDLE,615,100,548,89.099998,414,67.300003,43,7,'06 - 08,214903042
FLORENCE J SCOTT EL,246,44.599998,476,86.400002,512,92.900002,25,4.5,'PK - 05,214903103
RT BARRERA EL,175,41.5,382,90.5,354,83.900002,23,5.5,'PK - 05,214903105
EMMA VERA EL,194,44.200001,382,87,415,94.5,27,6.1999998,'PK - 05,214903106
ROEL A & CELIA R SAENZ EL,230,41.400002,518,93.199997,527,94.800003,48,8.6000004,'PK - 05,214903108
VETERANS MEMORIAL EL,257,46.099998,520,93.199997,503,90.099998,42,7.5,'PK - 05,214903109
DELIA GONZALEZ GARCIA EL,237,45,465,88.199997,472,89.599998,56,10.6,'PK - 05,214903110
BRECKENRIDGE H S,426,100,229,53.799999,26,6.0999999,52,12.2,'09 - 12,215901001
BRECKENRIDGE J H,230,100,131,57,13,5.6999998,11,4.8000002,'07 - 08,215901041
EAST EL,0,0,207,77,23,8.6000004,39,14.5,'EE - 01,215901101
NORTH EL,113,53.599998,138,65.400002,23,10.9,22,10.4,'02 - 03,215901102
SOUTH EL,342,100,220,64.300003,34,9.8999996,37,10.8,'04 - 06,215901103
STERLING CITY SCHOOL,265,84.400002,136,43.299999,24,7.5999999,40,12.7,'KG - 12,216901001
FAIRVIEW ACCELERATED,2,100,1,50,0,0,0,0,'10 - 12,216901002
WALL SPECIAL PROGRAMS,6,100,3,50,0,0,6,100,'04 - 07,216901180
ASPERMONT H S,120,100,46,38.299999,1,0.80000001,12,10,'06 - 12,217901001
ASPERMONT EL,38,36.5,55,52.900002,3,2.9000001,8,7.6999998,'EE - 05,217901101
SONORA H S,256,100,131,51.200001,13,5.0999999,23,9,'09 - 12,218901001
SONORA J H,163,100,98,60.099998,17,10.4,10,6.0999999,'06 - 08,218901041
SONORA EL,171,44.599998,242,63.200001,78,20.4,41,10.7,'PK - 05,218901103
HAPPY H S,115,100,40,34.799999,4,3.5,13,11.3,'07 - 12,219901001
HAPPY EL,85,59.400002,64,44.799999,9,6.3000002,11,7.6999998,'PK - 06,219901101
TULIA H S,302,100,211,69.900002,4,1.3,38,12.6,'09 - 12,219903001
TULIA J H,245,100,197,80.400002,15,6.0999999,23,9.3999996,'06 - 08,219903041
TULIA HIGHLAND EL,0,0,244,85.599998,30,10.5,29,10.2,'EE - 02,219903101
W V SWINBURN EL,258,100,217,84.099998,33,12.8,19,7.4000001,'03 - 05,219903102
KRESS H S,104,100,68,65.400002,4,3.8,10,9.6000004,'07 - 12,219905001
KRESS EL,85,56.299999,108,71.5,12,7.9000001,9,6,'PK - 06,219905101
TREETOPS SCHOOL INTERNATIONAL,273,69.800003,74,18.9,2,0.5,20,5.0999999,'KG - 12,220801001
ARLINGTON CLASSICS ACADEMY - MIDDL,493,100,103,20.9,26,5.3000002,20,4.0999999,'06 - 09,220802040
ARLINGTON CLASSICS ACADEMY - ARKAN,0,0,101,19,31,5.8000002,21,4,'KG - 02,220802101
ARLINGTON CLASSICS ACADEMY -INTERM,526,100,107,20.299999,36,6.8000002,16,3,'03 - 05,220802102
FORT WORTH ACADEMY OF FINE ARTS,339,100,33,9.6999998,4,1.2,17,5,'07 - 12,220809001
FORT WORTH ACADEMY OF FINE ARTS EL,237,100,18,7.5999999,4,1.7,10,4.1999998,'03 - 06,220809101
WESTLAKE ACADEMY,717,81.599998,19,2.2,10,1.1,34,3.9000001,'KG - 12,220810001
EAST FORT WORTH MONTESSORI ACADEMY,128,42.400002,225,74.5,85,28.1,11,3.5999999,'PK - 05,220811101
TEXAS SCHOOL OF THE ARTS,205,61.700001,5,1.5,35,10.5,17,5.0999999,'KG - 06,220814101
CHAPEL HILL ACADEMY,323,49.900002,418,64.599998,38,5.9000001,48,7.4000001,'PK - 06,220815101
NEWMAN INTERNATIONAL ACADEMY OF AR,603,67.300003,380,42.400002,164,18.299999,60,6.6999998,'PK - 12,220817001
NEWMAN INTERNATIONAL AT CEDAR HILL,887,78.800003,540,48,150,13.3,64,5.6999998,'PK - 12,220817002
NEWMAN INTERNATIONAL ACADEMY AT GR,115,52.799999,136,62.400002,66,30.299999,14,6.4000001,'KG - 06,220817003
NEWMAN INTERNATIONAL ACADEMY AT FO,50,25.299999,146,73.699997,18,9.1000004,11,5.5999999,'PK - 05,220817004
NEWMAN INTERNATIONAL ACADEMY OF MA,201,53.599998,100,26.700001,45,12,11,2.9000001,'KG - 07,220817005
NEWMAN INTERNATIONAL ACADEMY AT PI,192,100,80,41.700001,24,12.5,12,6.3000002,'07 - 08,220817006
HIGH POINT ACADEMY,730,70.099998,215,20.700001,34,3.3,104,10,'KG - 12,220819001
HIGH POINT ACADEMY SFW,111,30.799999,144,40,41,11.4,10,2.8,'KG - 04,220819002
ARLINGTON H S,2693,100,1563,58,325,12.1,213,7.9000001,'09 - 12,220901001
SAM HOUSTON H S,3686,100,3239,87.900002,1158,31.4,295,8,'09 - 12,220901002
LAMAR H S,2813,100,1854,65.900002,422,15,275,9.8000002,'09 - 12,220901003
BOWIE H S,2653,100,1733,65.300003,337,12.7,270,10.2,'09 - 12,220901004
MARTIN H S,3456,100,1089,31.5,114,3.3,270,7.8000002,'09 - 12,220901005
VENTURE ALTER H S,329,100,222,67.5,53,16.1,25,7.5999999,'09 - 12,220901006
TURNING POINT SECONDARY SCHOOL,98,100,79,80.599998,12,12.2,9,9.1999998,'07 - 12,220901007
NEWCOMER CENTER,196,100,180,91.800003,195,99.5,0,0,'07 - 10,220901008
SEGUIN H S,1564,100,1008,64.5,205,13.1,133,8.5,'09 - 12,220901009
TARRANT CO J J A E P,14,100,10,71.400002,1,7.0999999,4,28.6,'07 - 11,220901010
ARLINGTON COLLEGIATE H S,407,100,350,86,28,6.9000001,0,0,'09 - 12,220901011
CARTER J H,1118,100,1042,93.199997,480,42.900002,92,8.1999998,'07 - 08,220901041
BAILEY J H,826,100,476,57.599998,106,12.8,83,10,'07 - 08,220901045
GUNN J H,469,100,375,80,106,22.6,55,11.7,'07 - 08,220901047
SHACKELFORD J H,649,100,451,69.5,164,25.299999,58,8.8999996,'07 - 08,220901048
YOUNG J H,804,100,334,41.5,44,5.5,68,8.5,'07 - 08,220901049
WORKMAN J H,1481,100,1362,92,499,33.700001,142,9.6000004,'07 - 08,220901050
BOLES J H,693,100,293,42.299999,57,8.1999998,94,13.6,'07 - 08,220901051
BARNETT J H,799,100,557,69.699997,118,14.8,113,14.1,'07 - 08,220901052
NICHOLS J H,737,100,617,83.699997,151,20.5,109,14.8,'07 - 08,220901053
OUSLEY J H,999,100,740,74.099998,163,16.299999,76,7.5999999,'07 - 08,220901055
BERRY EL,312,45.299999,673,97.800003,455,66.099998,52,7.5999999,'EE - 06,220901101
BLANTON EL,333,58,537,93.599998,324,56.400002,41,7.0999999,'EE - 06,220901102
CROW EL,248,62.299999,368,92.5,238,59.799999,35,8.8000002,'KG - 06,220901103
DUFF EL,367,58,273,43.099998,52,8.1999998,62,9.8000002,'PK - 06,220901104
COMMUNITY BASED PK,0,0,457,100,129,28.200001,2,0.40000001,'PK - PK,220901105
KOOKEN ED CTR,0,0,344,100,204,59.299999,31,9,'EE - PK,220901107
RANKIN EL,334,54.200001,593,96.300003,371,60.200001,32,5.1999998,'PK - 06,220901109
ROARK EL,248,60.900002,376,92.400002,254,62.400002,36,8.8000002,'PK - 06,220901110
SOUTH DAVIS EL,329,54.299999,567,93.599998,326,53.799999,52,8.6000004,'PK - 06,220901111
SPEER EL,409,56.700001,691,95.800003,474,65.699997,22,3.0999999,'PK - 06,220901112
SWIFT EL,218,48.400002,362,80.400002,126,28,54,12,'EE - 06,220901113
THORNTON EL,383,49.700001,747,97,579,75.199997,53,6.9000001,'PK - 06,220901114
WIMBISH EL,244,52.700001,422,91.099998,83,17.9,41,8.8999996,'PK - 06,220901116
HILL EL,326,62.5,203,38.900002,35,6.6999998,44,8.3999996,'PK - 06,220901117
GOODMAN EL,306,55.400002,501,90.800003,299,54.200001,34,6.1999998,'PK - 06,220901119
POPE EL,298,58.700001,400,78.699997,152,29.9,54,10.6,'EE - 06,220901120
JOHNS EL,339,50.099998,657,97,414,61.200001,37,5.5,'PK - 06,220901121
SHORT EL,247,50.400002,414,84.5,128,26.1,38,7.8000002,'PK - 06,220901123
AMOS EL,219,48.5,406,89.800003,179,39.599998,41,9.1000004,'PK - 06,220901124
DUNN EL,278,50.099998,382,68.800003,49,8.8000002,67,12.1,'EE - 06,220901125
FOSTER EL,323,56.900002,504,88.699997,275,48.400002,56,9.8999996,'EE - 06,220901126
KEY EL,286,61.900002,293,63.400002,75,16.200001,39,8.3999996,'KG - 06,220901128
BUTLER EL,356,60.200001,125,21.200001,61,10.3,56,9.5,'KG - 06,220901129
DITTO EL,432,60.900002,232,32.700001,56,7.9000001,54,7.5999999,'KG - 06,220901130
MORTON EL,305,56.099998,502,92.300003,333,61.200001,30,5.5,'PK - 06,220901131
ATHERTON EL,311,54.700001,514,90.300003,274,48.200001,31,5.4000001,'PK - 06,220901132
WOOD EL,461,58.099998,400,50.400002,118,14.9,87,11,'PK - 06,220901133
SHERROD EL,375,53.5,591,84.300003,78,11.1,68,9.6999998,'EE - 06,220901134
MILLER EL,367,58.400002,423,67.400002,75,11.9,88,14,'EE - 06,220901135
FITZGERALD EL,290,53.799999,433,80.300003,142,26.299999,40,7.4000001,'PK - 06,220901136
COREY FINE ARTS / DUAL LANGUAGE AC,298,49.200001,194,32,69,11.4,34,5.5999999,'KG - 06,220901137
STARRETT EL,311,55.799999,398,71.5,124,22.299999,51,9.1999998,'PK - 06,220901140
